Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
20684	1550	1e+19	0	6.09785e-06	1.787098e+26	3.890518e+25	1.640476e+25	2.250041e+25	7.613594e+25	6.366864e+25	2.233872e+25	4.863147e+24	2.050596e+24	2.812552e+24	9.516993e+24	7.95858e+24	0.3562684	3.8106e+23	8.656204e-10	0.001035296	5.987369e+09	2.907781e+10	5.205782e+12	6.730357e-06	8.350913e-11	2.153219e-16	0.5	0.5	0.634262	1	25.26943	7.209709e+26	2.301694e+28	
20685	1550	1e+19	0	6.09785e-06	1.787184e+26	3.890538e+25	1.640487e+25	2.250051e+25	7.614106e+25	6.367196e+25	2.23398e+25	4.863173e+24	2.050609e+24	2.812564e+24	9.517633e+24	7.958995e+24	0.3562697	3.810592e+23	8.656222e-10	0.0010353	5.98696e+09	2.908175e+10	5.206314e+12	6.730587e-06	8.351484e-11	2.15344e-16	0.5	0.5	0.6342837	1	25.27065	7.209709e+26	2.301694e+28	
20686	1550	1e+19	0	6.09785e-06	1.78727e+26	3.890558e+25	1.640498e+25	2.250061e+25	7.614618e+25	6.367527e+25	2.234088e+25	4.863198e+24	2.050622e+24	2.812576e+24	9.518273e+24	7.959409e+24	0.3562711	3.810585e+23	8.65624e-10	0.001035305	5.98655e+09	2.90857e+10	5.206847e+12	6.730817e-06	8.352056e-11	2.153661e-16	0.5	0.5	0.6343054	1	25.27187	7.209709e+26	2.301694e+28	
20687	1550	1e+19	0	6.09785e-06	1.787357e+26	3.890579e+25	1.640508e+25	2.25007e+25	7.61513e+25	6.367859e+25	2.234196e+25	4.863223e+24	2.050635e+24	2.812588e+24	9.518913e+24	7.959824e+24	0.3562724	3.810578e+23	8.656258e-10	0.001035309	5.98614e+09	2.908965e+10	5.20738e+12	6.731048e-06	8.352628e-11	2.153882e-16	0.5	0.5	0.6343271	1	25.27309	7.209709e+26	2.301694e+28	
20688	1550	1e+19	0	6.09785e-06	1.787443e+26	3.890599e+25	1.640519e+25	2.25008e+25	7.615642e+25	6.368191e+25	2.234304e+25	4.863249e+24	2.050649e+24	2.8126e+24	9.519553e+24	7.960238e+24	0.3562737	3.81057e+23	8.656276e-10	0.001035314	5.98573e+09	2.909359e+10	5.207912e+12	6.731278e-06	8.353199e-11	2.154103e-16	0.5	0.5	0.6343488	1	25.27432	7.209709e+26	2.301694e+28	
20689	1550	1e+19	0	6.09785e-06	1.78753e+26	3.890619e+25	1.64053e+25	2.25009e+25	7.616154e+25	6.368522e+25	2.234412e+25	4.863274e+24	2.050662e+24	2.812612e+24	9.520193e+24	7.960653e+24	0.3562751	3.810563e+23	8.656294e-10	0.001035318	5.985321e+09	2.909754e+10	5.208445e+12	6.731508e-06	8.353771e-11	2.154324e-16	0.5	0.5	0.6343705	1	25.27554	7.209709e+26	2.301694e+28	
20690	1550	1e+19	0	6.09785e-06	1.787616e+26	3.89064e+25	1.64054e+25	2.250099e+25	7.616666e+25	6.368854e+25	2.23452e+25	4.8633e+24	2.050675e+24	2.812624e+24	9.520833e+24	7.961068e+24	0.3562764	3.810555e+23	8.656312e-10	0.001035323	5.984911e+09	2.910149e+10	5.208978e+12	6.731739e-06	8.354343e-11	2.154545e-16	0.5	0.5	0.6343922	1	25.27676	7.209709e+26	2.301694e+28	
20691	1550	1e+19	0	6.09785e-06	1.787702e+26	3.89066e+25	1.640551e+25	2.250109e+25	7.617178e+25	6.369186e+25	2.234628e+25	4.863325e+24	2.050689e+24	2.812636e+24	9.521473e+24	7.961482e+24	0.3562777	3.810548e+23	8.65633e-10	0.001035327	5.984502e+09	2.910544e+10	5.20951e+12	6.731969e-06	8.354914e-11	2.154766e-16	0.5	0.5	0.6344139	1	25.27798	7.209709e+26	2.301694e+28	
20692	1550	1e+19	0	6.09785e-06	1.787789e+26	3.89068e+25	1.640562e+25	2.250119e+25	7.61769e+25	6.369517e+25	2.234736e+25	4.86335e+24	2.050702e+24	2.812648e+24	9.522113e+24	7.961897e+24	0.3562791	3.810541e+23	8.656348e-10	0.001035331	5.984092e+09	2.910938e+10	5.210043e+12	6.732199e-06	8.355486e-11	2.154988e-16	0.5	0.5	0.6344356	1	25.2792	7.209709e+26	2.301694e+28	
20693	1550	1e+19	0	6.09785e-06	1.787875e+26	3.890701e+25	1.640572e+25	2.250128e+25	7.618202e+25	6.369849e+25	2.234844e+25	4.863376e+24	2.050715e+24	2.812661e+24	9.522753e+24	7.962311e+24	0.3562804	3.810533e+23	8.656366e-10	0.001035336	5.983683e+09	2.911333e+10	5.210576e+12	6.732429e-06	8.356058e-11	2.155209e-16	0.5	0.5	0.6344573	1	25.28042	7.209709e+26	2.301694e+28	
20694	1550	1e+19	0	6.09785e-06	1.787962e+26	3.890721e+25	1.640583e+25	2.250138e+25	7.618714e+25	6.370181e+25	2.234952e+25	4.863401e+24	2.050729e+24	2.812673e+24	9.523393e+24	7.962726e+24	0.3562817	3.810526e+23	8.656384e-10	0.00103534	5.983274e+09	2.911728e+10	5.211109e+12	6.73266e-06	8.356629e-11	2.15543e-16	0.5	0.5	0.6344791	1	25.28165	7.209709e+26	2.301694e+28	
20695	1550	1e+19	0	6.09785e-06	1.788048e+26	3.890741e+25	1.640594e+25	2.250148e+25	7.619226e+25	6.370512e+25	2.23506e+25	4.863427e+24	2.050742e+24	2.812685e+24	9.524033e+24	7.96314e+24	0.3562831	3.810519e+23	8.656402e-10	0.001035345	5.982864e+09	2.912123e+10	5.211641e+12	6.73289e-06	8.357201e-11	2.155651e-16	0.5	0.5	0.6345008	1	25.28287	7.209709e+26	2.301694e+28	
20696	1550	1e+19	0	6.09785e-06	1.788134e+26	3.890762e+25	1.640604e+25	2.250157e+25	7.619738e+25	6.370844e+25	2.235168e+25	4.863452e+24	2.050755e+24	2.812697e+24	9.524673e+24	7.963555e+24	0.3562844	3.810511e+23	8.65642e-10	0.001035349	5.982455e+09	2.912518e+10	5.212174e+12	6.73312e-06	8.357773e-11	2.155872e-16	0.5	0.5	0.6345225	1	25.28409	7.209709e+26	2.301694e+28	
20697	1550	1e+19	0	6.09785e-06	1.788221e+26	3.890782e+25	1.640615e+25	2.250167e+25	7.62025e+25	6.371176e+25	2.235276e+25	4.863477e+24	2.050768e+24	2.812709e+24	9.525313e+24	7.96397e+24	0.3562857	3.810504e+23	8.656438e-10	0.001035354	5.982046e+09	2.912913e+10	5.212707e+12	6.733351e-06	8.358344e-11	2.156093e-16	0.5	0.5	0.6345442	1	25.28531	7.209709e+26	2.301694e+28	
20698	1550	1e+19	0	6.09785e-06	1.788307e+26	3.890802e+25	1.640625e+25	2.250177e+25	7.620763e+25	6.371507e+25	2.235384e+25	4.863503e+24	2.050782e+24	2.812721e+24	9.525953e+24	7.964384e+24	0.3562871	3.810497e+23	8.656456e-10	0.001035358	5.981637e+09	2.913308e+10	5.21324e+12	6.733581e-06	8.358916e-11	2.156315e-16	0.5	0.5	0.6345659	1	25.28653	7.209709e+26	2.301694e+28	
20699	1550	1e+19	0	6.09785e-06	1.788394e+26	3.890823e+25	1.640636e+25	2.250186e+25	7.621275e+25	6.371839e+25	2.235492e+25	4.863528e+24	2.050795e+24	2.812733e+24	9.526593e+24	7.964799e+24	0.3562884	3.810489e+23	8.656474e-10	0.001035363	5.981228e+09	2.913703e+10	5.213773e+12	6.733811e-06	8.359488e-11	2.156536e-16	0.5	0.5	0.6345876	1	25.28775	7.209709e+26	2.301694e+28	
20700	1550	1e+19	0	6.09785e-06	1.78848e+26	3.890843e+25	1.640647e+25	2.250196e+25	7.621787e+25	6.372171e+25	2.2356e+25	4.863554e+24	2.050808e+24	2.812745e+24	9.527233e+24	7.965213e+24	0.3562897	3.810482e+23	8.656492e-10	0.001035367	5.980819e+09	2.914098e+10	5.214306e+12	6.734041e-06	8.360059e-11	2.156757e-16	0.5	0.5	0.6346093	1	25.28898	7.209709e+26	2.301694e+28	
20701	1550	1e+19	0	6.09785e-06	1.788566e+26	3.890863e+25	1.640657e+25	2.250206e+25	7.622299e+25	6.372502e+25	2.235708e+25	4.863579e+24	2.050822e+24	2.812757e+24	9.527873e+24	7.965628e+24	0.3562911	3.810475e+23	8.65651e-10	0.001035371	5.98041e+09	2.914493e+10	5.214839e+12	6.734272e-06	8.360631e-11	2.156978e-16	0.5	0.5	0.6346309	1	25.2902	7.209709e+26	2.301694e+28	
20702	1550	1e+19	0	6.09785e-06	1.788653e+26	3.890883e+25	1.640668e+25	2.250215e+25	7.622811e+25	6.372834e+25	2.235816e+25	4.863604e+24	2.050835e+24	2.812769e+24	9.528513e+24	7.966042e+24	0.3562924	3.810467e+23	8.656528e-10	0.001035376	5.980001e+09	2.914888e+10	5.215372e+12	6.734502e-06	8.361203e-11	2.1572e-16	0.5	0.5	0.6346526	1	25.29142	7.209709e+26	2.301694e+28	
20703	1550	1e+19	0	6.09785e-06	1.788739e+26	3.890904e+25	1.640679e+25	2.250225e+25	7.623323e+25	6.373166e+25	2.235924e+25	4.86363e+24	2.050848e+24	2.812781e+24	9.529153e+24	7.966457e+24	0.3562937	3.81046e+23	8.656546e-10	0.00103538	5.979592e+09	2.915283e+10	5.215905e+12	6.734732e-06	8.361774e-11	2.157421e-16	0.5	0.5	0.6346743	1	25.29264	7.209709e+26	2.301694e+28	
20704	1550	1e+19	0	6.09785e-06	1.788826e+26	3.890924e+25	1.640689e+25	2.250235e+25	7.623835e+25	6.373497e+25	2.236032e+25	4.863655e+24	2.050861e+24	2.812793e+24	9.529794e+24	7.966872e+24	0.3562951	3.810453e+23	8.656564e-10	0.001035385	5.979183e+09	2.915678e+10	5.216437e+12	6.734962e-06	8.362346e-11	2.157642e-16	0.5	0.5	0.634696	1	25.29386	7.209709e+26	2.301694e+28	
20705	1550	1e+19	0	6.09785e-06	1.788912e+26	3.890944e+25	1.6407e+25	2.250244e+25	7.624347e+25	6.373829e+25	2.23614e+25	4.86368e+24	2.050875e+24	2.812806e+24	9.530434e+24	7.967286e+24	0.3562964	3.810445e+23	8.656582e-10	0.001035389	5.978775e+09	2.916074e+10	5.21697e+12	6.735192e-06	8.362918e-11	2.157863e-16	0.5	0.5	0.6347177	1	25.29509	7.209709e+26	2.301694e+28	
20706	1550	1e+19	0	6.09785e-06	1.788998e+26	3.890965e+25	1.64071e+25	2.250254e+25	7.624859e+25	6.374161e+25	2.236248e+25	4.863706e+24	2.050888e+24	2.812818e+24	9.531074e+24	7.967701e+24	0.3562977	3.810438e+23	8.6566e-10	0.001035394	5.978366e+09	2.916469e+10	5.217504e+12	6.735423e-06	8.363489e-11	2.158085e-16	0.5	0.5	0.6347394	1	25.29631	7.209709e+26	2.301694e+28	
20707	1550	1e+19	0	6.09785e-06	1.789085e+26	3.890985e+25	1.640721e+25	2.250264e+25	7.625371e+25	6.374492e+25	2.236356e+25	4.863731e+24	2.050901e+24	2.81283e+24	9.531714e+24	7.968115e+24	0.3562991	3.810431e+23	8.656618e-10	0.001035398	5.977957e+09	2.916864e+10	5.218037e+12	6.735653e-06	8.364061e-11	2.158306e-16	0.5	0.5	0.6347611	1	25.29753	7.209709e+26	2.301694e+28	
20708	1550	1e+19	0	6.09785e-06	1.789171e+26	3.891005e+25	1.640732e+25	2.250273e+25	7.625883e+25	6.374824e+25	2.236464e+25	4.863756e+24	2.050915e+24	2.812842e+24	9.532354e+24	7.96853e+24	0.3563004	3.810423e+23	8.656636e-10	0.001035403	5.977549e+09	2.917259e+10	5.21857e+12	6.735883e-06	8.364633e-11	2.158527e-16	0.5	0.5	0.6347828	1	25.29875	7.209709e+26	2.301694e+28	
20709	1550	1e+19	0	6.09785e-06	1.789258e+26	3.891025e+25	1.640742e+25	2.250283e+25	7.626395e+25	6.375156e+25	2.236572e+25	4.863782e+24	2.050928e+24	2.812854e+24	9.532994e+24	7.968944e+24	0.3563017	3.810416e+23	8.656654e-10	0.001035407	5.97714e+09	2.917655e+10	5.219103e+12	6.736113e-06	8.365205e-11	2.158748e-16	0.5	0.5	0.6348045	1	25.29997	7.209709e+26	2.301694e+28	
20710	1550	1e+19	0	6.09785e-06	1.789344e+26	3.891046e+25	1.640753e+25	2.250293e+25	7.626907e+25	6.375487e+25	2.23668e+25	4.863807e+24	2.050941e+24	2.812866e+24	9.533634e+24	7.969359e+24	0.356303	3.810409e+23	8.656671e-10	0.001035411	5.976732e+09	2.91805e+10	5.219636e+12	6.736343e-06	8.365776e-11	2.15897e-16	0.5	0.5	0.6348262	1	25.30119	7.209709e+26	2.301694e+28	
20711	1550	1e+19	0	6.09785e-06	1.78943e+26	3.891066e+25	1.640763e+25	2.250302e+25	7.627419e+25	6.375819e+25	2.236788e+25	4.863832e+24	2.050954e+24	2.812878e+24	9.534274e+24	7.969774e+24	0.3563044	3.810401e+23	8.656689e-10	0.001035416	5.976323e+09	2.918445e+10	5.220169e+12	6.736574e-06	8.366348e-11	2.159191e-16	0.5	0.5	0.6348479	1	25.30242	7.209709e+26	2.301694e+28	
20712	1550	1e+19	0	6.09785e-06	1.789517e+26	3.891086e+25	1.640774e+25	2.250312e+25	7.627931e+25	6.376151e+25	2.236896e+25	4.863858e+24	2.050968e+24	2.81289e+24	9.534914e+24	7.970188e+24	0.3563057	3.810394e+23	8.656707e-10	0.00103542	5.975915e+09	2.918841e+10	5.220702e+12	6.736804e-06	8.36692e-11	2.159412e-16	0.5	0.5	0.6348696	1	25.30364	7.209709e+26	2.301694e+28	
20713	1550	1e+19	0	6.09785e-06	1.789603e+26	3.891106e+25	1.640785e+25	2.250322e+25	7.628443e+25	6.376482e+25	2.237004e+25	4.863883e+24	2.050981e+24	2.812902e+24	9.535554e+24	7.970603e+24	0.356307	3.810387e+23	8.656725e-10	0.001035425	5.975507e+09	2.919236e+10	5.221235e+12	6.737034e-06	8.367491e-11	2.159634e-16	0.5	0.5	0.6348913	1	25.30486	7.209709e+26	2.301694e+28	
20714	1550	1e+19	0	6.09785e-06	1.78969e+26	3.891127e+25	1.640795e+25	2.250331e+25	7.628955e+25	6.376814e+25	2.237112e+25	4.863908e+24	2.050994e+24	2.812914e+24	9.536194e+24	7.971017e+24	0.3563084	3.81038e+23	8.656743e-10	0.001035429	5.975098e+09	2.919631e+10	5.221768e+12	6.737264e-06	8.368063e-11	2.159855e-16	0.5	0.5	0.634913	1	25.30608	7.209709e+26	2.301694e+28	
20715	1550	1e+19	0	6.09785e-06	1.789776e+26	3.891147e+25	1.640806e+25	2.250341e+25	7.629468e+25	6.377146e+25	2.23722e+25	4.863934e+24	2.051007e+24	2.812926e+24	9.536834e+24	7.971432e+24	0.3563097	3.810372e+23	8.656761e-10	0.001035434	5.97469e+09	2.920027e+10	5.222302e+12	6.737494e-06	8.368635e-11	2.160076e-16	0.5	0.5	0.6349346	1	25.3073	7.209709e+26	2.301694e+28	
20716	1550	1e+19	0	6.09785e-06	1.789862e+26	3.891167e+25	1.640816e+25	2.250351e+25	7.62998e+25	6.377477e+25	2.237328e+25	4.863959e+24	2.051021e+24	2.812938e+24	9.537475e+24	7.971847e+24	0.356311	3.810365e+23	8.656779e-10	0.001035438	5.974282e+09	2.920422e+10	5.222835e+12	6.737724e-06	8.369207e-11	2.160298e-16	0.5	0.5	0.6349563	1	25.30852	7.209709e+26	2.301694e+28	
20717	1550	1e+19	0	6.09785e-06	1.789949e+26	3.891187e+25	1.640827e+25	2.25036e+25	7.630492e+25	6.377809e+25	2.237436e+25	4.863984e+24	2.051034e+24	2.81295e+24	9.538115e+24	7.972261e+24	0.3563124	3.810358e+23	8.656797e-10	0.001035443	5.973874e+09	2.920818e+10	5.223368e+12	6.737955e-06	8.369778e-11	2.160519e-16	0.5	0.5	0.634978	1	25.30975	7.209709e+26	2.301694e+28	
20718	1550	1e+19	0	6.09785e-06	1.790035e+26	3.891208e+25	1.640838e+25	2.25037e+25	7.631004e+25	6.378141e+25	2.237544e+25	4.864009e+24	2.051047e+24	2.812962e+24	9.538755e+24	7.972676e+24	0.3563137	3.81035e+23	8.656815e-10	0.001035447	5.973466e+09	2.921213e+10	5.223901e+12	6.738185e-06	8.37035e-11	2.160741e-16	0.5	0.5	0.6349997	1	25.31097	7.209709e+26	2.301694e+28	
20719	1550	1e+19	0	6.09785e-06	1.790122e+26	3.891228e+25	1.640848e+25	2.25038e+25	7.631516e+25	6.378472e+25	2.237652e+25	4.864035e+24	2.05106e+24	2.812974e+24	9.539395e+24	7.97309e+24	0.356315	3.810343e+23	8.656833e-10	0.001035451	5.973058e+09	2.921609e+10	5.224435e+12	6.738415e-06	8.370922e-11	2.160962e-16	0.5	0.5	0.6350214	1	25.31219	7.209709e+26	2.301694e+28	
20720	1550	1e+19	0	6.09785e-06	1.790208e+26	3.891248e+25	1.640859e+25	2.250389e+25	7.632028e+25	6.378804e+25	2.23776e+25	4.86406e+24	2.051074e+24	2.812986e+24	9.540035e+24	7.973505e+24	0.3563164	3.810336e+23	8.656851e-10	0.001035456	5.97265e+09	2.922005e+10	5.224968e+12	6.738645e-06	8.371493e-11	2.161183e-16	0.5	0.5	0.6350431	1	25.31341	7.209709e+26	2.301694e+28	
20721	1550	1e+19	0	6.09785e-06	1.790294e+26	3.891268e+25	1.640869e+25	2.250399e+25	7.63254e+25	6.379136e+25	2.237868e+25	4.864085e+24	2.051087e+24	2.812998e+24	9.540675e+24	7.97392e+24	0.3563177	3.810328e+23	8.656868e-10	0.00103546	5.972242e+09	2.9224e+10	5.225501e+12	6.738875e-06	8.372065e-11	2.161405e-16	0.5	0.5	0.6350648	1	25.31463	7.209709e+26	2.301694e+28	
20722	1550	1e+19	0	6.09785e-06	1.790381e+26	3.891288e+25	1.64088e+25	2.250408e+25	7.633052e+25	6.379467e+25	2.237976e+25	4.864111e+24	2.0511e+24	2.813011e+24	9.541315e+24	7.974334e+24	0.356319	3.810321e+23	8.656886e-10	0.001035465	5.971834e+09	2.922796e+10	5.226035e+12	6.739105e-06	8.372637e-11	2.161626e-16	0.5	0.5	0.6350865	1	25.31585	7.209709e+26	2.301694e+28	
20723	1550	1e+19	0	6.09785e-06	1.790467e+26	3.891309e+25	1.640891e+25	2.250418e+25	7.633564e+25	6.379799e+25	2.238084e+25	4.864136e+24	2.051113e+24	2.813023e+24	9.541955e+24	7.974749e+24	0.3563204	3.810314e+23	8.656904e-10	0.001035469	5.971426e+09	2.923192e+10	5.226568e+12	6.739335e-06	8.373209e-11	2.161848e-16	0.5	0.5	0.6351081	1	25.31708	7.209709e+26	2.301694e+28	
20724	1550	1e+19	0	6.09785e-06	1.790554e+26	3.891329e+25	1.640901e+25	2.250428e+25	7.634076e+25	6.380131e+25	2.238192e+25	4.864161e+24	2.051126e+24	2.813035e+24	9.542595e+24	7.975163e+24	0.3563217	3.810306e+23	8.656922e-10	0.001035474	5.971019e+09	2.923587e+10	5.227101e+12	6.739565e-06	8.37378e-11	2.162069e-16	0.5	0.5	0.6351298	1	25.3183	7.209709e+26	2.301694e+28	
20725	1550	1e+19	0	6.09785e-06	1.79064e+26	3.891349e+25	1.640912e+25	2.250437e+25	7.634588e+25	6.380462e+25	2.2383e+25	4.864186e+24	2.05114e+24	2.813047e+24	9.543236e+24	7.975578e+24	0.356323	3.810299e+23	8.65694e-10	0.001035478	5.970611e+09	2.923983e+10	5.227635e+12	6.739795e-06	8.374352e-11	2.16229e-16	0.5	0.5	0.6351515	1	25.31952	7.209709e+26	2.301694e+28	
20726	1550	1e+19	0	6.09785e-06	1.790726e+26	3.891369e+25	1.640922e+25	2.250447e+25	7.635101e+25	6.380794e+25	2.238408e+25	4.864212e+24	2.051153e+24	2.813059e+24	9.543876e+24	7.975993e+24	0.3563243	3.810292e+23	8.656958e-10	0.001035482	5.970203e+09	2.924379e+10	5.228168e+12	6.740025e-06	8.374924e-11	2.162512e-16	0.5	0.5	0.6351732	1	25.32074	7.209709e+26	2.301694e+28	
20727	1550	1e+19	0	6.09785e-06	1.790813e+26	3.891389e+25	1.640933e+25	2.250457e+25	7.635613e+25	6.381126e+25	2.238516e+25	4.864237e+24	2.051166e+24	2.813071e+24	9.544516e+24	7.976407e+24	0.3563257	3.810284e+23	8.656976e-10	0.001035487	5.969796e+09	2.924775e+10	5.228702e+12	6.740255e-06	8.375496e-11	2.162733e-16	0.5	0.5	0.6351949	1	25.32196	7.209709e+26	2.301694e+28	
20728	1550	1e+19	0	6.09785e-06	1.790899e+26	3.89141e+25	1.640943e+25	2.250466e+25	7.636125e+25	6.381458e+25	2.238624e+25	4.864262e+24	2.051179e+24	2.813083e+24	9.545156e+24	7.976822e+24	0.356327	3.810277e+23	8.656994e-10	0.001035491	5.969388e+09	2.92517e+10	5.229235e+12	6.740486e-06	8.376067e-11	2.162955e-16	0.5	0.5	0.6352165	1	25.32318	7.209709e+26	2.301694e+28	
20729	1550	1e+19	0	6.09785e-06	1.790986e+26	3.89143e+25	1.640954e+25	2.250476e+25	7.636637e+25	6.381789e+25	2.238732e+25	4.864287e+24	2.051193e+24	2.813095e+24	9.545796e+24	7.977237e+24	0.3563283	3.81027e+23	8.657011e-10	0.001035496	5.968981e+09	2.925566e+10	5.229769e+12	6.740716e-06	8.376639e-11	2.163176e-16	0.5	0.5	0.6352382	1	25.32441	7.209709e+26	2.301694e+28	
20730	1550	1e+19	0	6.09785e-06	1.791072e+26	3.89145e+25	1.640965e+25	2.250485e+25	7.637149e+25	6.382121e+25	2.23884e+25	4.864313e+24	2.051206e+24	2.813107e+24	9.546436e+24	7.977651e+24	0.3563297	3.810263e+23	8.657029e-10	0.0010355	5.968574e+09	2.925962e+10	5.230302e+12	6.740946e-06	8.377211e-11	2.163398e-16	0.5	0.5	0.6352599	1	25.32563	7.209709e+26	2.301694e+28	
20731	1550	1e+19	0	6.09785e-06	1.791158e+26	3.89147e+25	1.640975e+25	2.250495e+25	7.637661e+25	6.382453e+25	2.238948e+25	4.864338e+24	2.051219e+24	2.813119e+24	9.547076e+24	7.978066e+24	0.356331	3.810255e+23	8.657047e-10	0.001035505	5.968166e+09	2.926358e+10	5.230836e+12	6.741176e-06	8.377783e-11	2.163619e-16	0.5	0.5	0.6352816	1	25.32685	7.209709e+26	2.301694e+28	
20732	1550	1e+19	0	6.09785e-06	1.791245e+26	3.89149e+25	1.640986e+25	2.250505e+25	7.638173e+25	6.382784e+25	2.239056e+25	4.864363e+24	2.051232e+24	2.813131e+24	9.547717e+24	7.97848e+24	0.3563323	3.810248e+23	8.657065e-10	0.001035509	5.967759e+09	2.926754e+10	5.231369e+12	6.741406e-06	8.378354e-11	2.163841e-16	0.5	0.5	0.6353033	1	25.32807	7.209709e+26	2.301694e+28	
20733	1550	1e+19	0	6.09785e-06	1.791331e+26	3.891511e+25	1.640996e+25	2.250514e+25	7.638685e+25	6.383116e+25	2.239164e+25	4.864388e+24	2.051245e+24	2.813143e+24	9.548357e+24	7.978895e+24	0.3563337	3.810241e+23	8.657083e-10	0.001035513	5.967352e+09	2.92715e+10	5.231903e+12	6.741636e-06	8.378926e-11	2.164062e-16	0.5	0.5	0.6353249	1	25.32929	7.209709e+26	2.301694e+28	
20734	1550	1e+19	0	6.09785e-06	1.791418e+26	3.891531e+25	1.641007e+25	2.250524e+25	7.639197e+25	6.383448e+25	2.239272e+25	4.864413e+24	2.051259e+24	2.813155e+24	9.548997e+24	7.97931e+24	0.356335	3.810233e+23	8.657101e-10	0.001035518	5.966945e+09	2.927546e+10	5.232436e+12	6.741866e-06	8.379498e-11	2.164284e-16	0.5	0.5	0.6353466	1	25.33051	7.209709e+26	2.301694e+28	
20735	1550	1e+19	0	6.09785e-06	1.791504e+26	3.891551e+25	1.641017e+25	2.250533e+25	7.63971e+25	6.383779e+25	2.23938e+25	4.864439e+24	2.051272e+24	2.813167e+24	9.549637e+24	7.979724e+24	0.3563363	3.810226e+23	8.657119e-10	0.001035522	5.966537e+09	2.927942e+10	5.23297e+12	6.742096e-06	8.38007e-11	2.164505e-16	0.5	0.5	0.6353683	1	25.33174	7.209709e+26	2.301694e+28	
20736	1550	1e+19	0	6.09785e-06	1.79159e+26	3.891571e+25	1.641028e+25	2.250543e+25	7.640222e+25	6.384111e+25	2.239488e+25	4.864464e+24	2.051285e+24	2.813179e+24	9.550277e+24	7.980139e+24	0.3563377	3.810219e+23	8.657136e-10	0.001035527	5.96613e+09	2.928338e+10	5.233504e+12	6.742326e-06	8.380642e-11	2.164727e-16	0.5	0.5	0.63539	1	25.33296	7.209709e+26	2.301694e+28	
20737	1550	1e+19	0	6.09785e-06	1.791677e+26	3.891591e+25	1.641039e+25	2.250553e+25	7.640734e+25	6.384443e+25	2.239596e+25	4.864489e+24	2.051298e+24	2.813191e+24	9.550917e+24	7.980554e+24	0.356339	3.810212e+23	8.657154e-10	0.001035531	5.965723e+09	2.928734e+10	5.234037e+12	6.742556e-06	8.381213e-11	2.164948e-16	0.5	0.5	0.6354116	1	25.33418	7.209709e+26	2.301694e+28	
20738	1550	1e+19	0	6.09785e-06	1.791763e+26	3.891611e+25	1.641049e+25	2.250562e+25	7.641246e+25	6.384775e+25	2.239704e+25	4.864514e+24	2.051311e+24	2.813203e+24	9.551557e+24	7.980968e+24	0.3563403	3.810204e+23	8.657172e-10	0.001035536	5.965316e+09	2.92913e+10	5.234571e+12	6.742786e-06	8.381785e-11	2.16517e-16	0.5	0.5	0.6354333	1	25.3354	7.209709e+26	2.301694e+28	
20739	1550	1e+19	0	6.09785e-06	1.79185e+26	3.891632e+25	1.64106e+25	2.250572e+25	7.641758e+25	6.385106e+25	2.239812e+25	4.864539e+24	2.051325e+24	2.813215e+24	9.552198e+24	7.981383e+24	0.3563416	3.810197e+23	8.65719e-10	0.00103554	5.964909e+09	2.929527e+10	5.235105e+12	6.743016e-06	8.382357e-11	2.165391e-16	0.5	0.5	0.635455	1	25.33662	7.209709e+26	2.301694e+28	
20740	1550	1e+19	0	6.09785e-06	1.791936e+26	3.891652e+25	1.64107e+25	2.250581e+25	7.64227e+25	6.385438e+25	2.23992e+25	4.864565e+24	2.051338e+24	2.813227e+24	9.552838e+24	7.981798e+24	0.356343	3.81019e+23	8.657208e-10	0.001035544	5.964503e+09	2.929923e+10	5.235638e+12	6.743246e-06	8.382929e-11	2.165613e-16	0.5	0.5	0.6354767	1	25.33784	7.209709e+26	2.301694e+28	
20741	1550	1e+19	0	6.09785e-06	1.792022e+26	3.891672e+25	1.641081e+25	2.250591e+25	7.642782e+25	6.38577e+25	2.240028e+25	4.86459e+24	2.051351e+24	2.813239e+24	9.553478e+24	7.982212e+24	0.3563443	3.810182e+23	8.657226e-10	0.001035549	5.964096e+09	2.930319e+10	5.236172e+12	6.743476e-06	8.3835e-11	2.165835e-16	0.5	0.5	0.6354983	1	25.33907	7.209709e+26	2.301694e+28	
